	MisSyn	pli	Length	GO	sHet	mrna	n_mrna	CDS	lof	phy	Set
34375979_EFO_0003827	0.61051	0.987	10815.0	15.0	0.0549036	19.77852988333333	52.0	1401.0	36.468	1.026	Rare
27646141_EFO_0004340	-1.5797850000000002	1.7974999999999999	52258.0	10.0	0.00600684	14.167024342592594	49.0	1398.0	9.9036	1.018	Rare
34226706_EFO_0004309	0.468325	0.971	18069.0	18.0	0.00231983	7.522171870370369	38.0	1398.0	35.605	1.022	Rare
34375979_MONDO_0001627	0.39274	0.629	34167.0	18.5	0.0355899	18.652257870370363	51.5	1249.5	38.411	1.0255	Rare
34375979_EFO_0001068	0.59409	1.1155	44418.0	13.0	0.00308297	9.331077324999999	51.0	1671.5	54.063500000000005	1.024	Rare
34375979_EFO_0000707	-0.58055	0.571	85182.0	15.0	0.0965654	11.593584074074071	54.0	1254.0	37.726	1.073	Rare
36138231_MONDO_0004979	-0.169615	1.579	40418.5	19.0	0.0020724999999999997	6.309895331481484	30.5	1086.5	21.65	0.62725	Rare
32492392_EFO_0001073	0.2289	0.783	52690.0	17.0	0.0227326	9.936465555555554	54.0	2019.0	58.278	1.0533571428571427	Rare
34375979_EFO_0000649	0.41206	1.053	45491.0	12.0	0.00311043	7.986933471296297	44.5	1051.0	42.338	1.026	Rare
34375979_EFO_0003144	0.50535	0.924	37574.5	13.5	0.008995135	6.309056628703702	35.0	1327.5	50.206	1.0146666666666668	Rare
34375979_EFO_0004992	0.30424	1.006	89614.0	12.0	0.00288367	7.136858288888889	39.0	738.0	40.571	1.010125	Rare
31367044_EFO_0010119	0.2686	0.778	40275.0	14.0	0.00552088	13.458699351851852	52.0	1938.0	92.45	0.947	Rare
34375979_EFO_0004705	-0.046452	0.892	44756.5	11.5	0.00993757	8.996403694444444	52.5	1634.0	54.948	1.0666666666666667	Rare
36809768_EFO_0022330	0.063051	0.985	21922.0	17.0	0.00685531	15.561033333333334	53.0	1383.0	47.979	1.026	Rare
36809768_EFO_0022334	0.071541	1.047	24817.0	17.0	0.00366141	10.423178333333336	50.0	1357.0	45.407	1.014	Rare
30255815_MONDO_0004975	-0.8631	1.107	36002.0	8.0	0.00580476	14.092461851851851	40.0	1605.0	41.925	1.02	Rare
37262146_EFO_0004799	-0.57433	1.109	26393.0	26.0	0.00147794	1.2862398185185184	10.0	1824.0	56.919	1.026	Rare
34375979_EFO_0003778	-0.41632	0.764	22332.0	20.0	0.00920469	22.471894629629624	32.0	1854.0	51.264	0.947	Rare
34375979_EFO_0006803	-0.8060149999999999	1.0645	34320.5	10.5	0.003433565	14.38368303981482	53.0	1082.5	39.2015	1.0339999999999998	Rare
34226706_EFO_0010968	0.045816	1.201	45700.0	27.0	0.00274324	3.800203018518519	16.0	1471.0	42.48	1.026	Rare
36809768_EFO_0022229	0.1093315	1.0085	23872.5	19.5	0.008144235	14.207352633333333	53.0	1356.5	49.683	1.026	Rare
36138231_EFO_0007984	0.32578	0.918	49650.5	18.5	0.011069555	13.93204148148148	50.0	1503.0	35.605	1.026	Rare
34375979_EFO_0003770	0.32438	0.6845	29764.0	11.0	0.029887595000000003	11.932721851851854	53.0	1025.0	37.9035	0.957	Rare
36809768_EFO_0022237	0.11107500000000001	0.9555	24040.5	18.0	0.009120844999999999	12.98840651851852	50.5	1404.0	49.966	1.026	Rare
36809768_EFO_0004696	0.10345	0.911	25526.0	13.0	0.00772387	12.051418101851851	53.0	1529.5	48.347	1.026	Rare
34375979_EFO_0000783	-0.70752	1.036	36251.5	10.0	0.0278092	14.117477037037037	54.0	1686.0	50.859	1.026	Rare
34375979_EFO_0004607	-0.0492685	0.7995	31141.5	14.0	0.01826865	13.798202629629628	52.0	1257.0	37.8685	1.026	Rare
31992710_EFO_0009188	-1.4054	1.777	3931.0	15.0	0.00197621	22.94012907407407	54.0	1089.0	25.146	1.025	Rare
36809768_EFO_0022341	0.0010979	1.038	25010.0	17.0	0.00285978	12.557389944444443	52.0	1556.0	49.467	1.026	Rare
34375979_EFO_1000726	0.24496	1.0514999999999999	29790.0	12.0	0.016149	15.309169629629633	54.0	1117.0	25.016	1.026	Rare
34375979_MONDO_0005129	0.35627	0.928	37903.0	15.0	0.0231387	6.029440740740744	39.0	1543.0	51.822	1.026	Rare
34375979_EFO_0000756	-0.016593999999999998	0.834	45059.5	19.0	0.022071800000000003	6.508134249999999	52.0	1561.0	45.3895	1.026	Rare
36809768_EFO_0022313	0.12791	0.985	31349.0	16.0	0.00576726	10.423178333333336	47.0	1380.0	38.381	1.026	Rare
34375979_EFO_0000384	-1.63445	1.3864999999999998	69507.0	14.0	0.00106257	5.602021814814815	53.0	2832.0	71.543	1.015	Rare
34375979_EFO_0004255	0.12919	0.859	68607.0	11.5	0.003053445	10.614860685185185	52.0	2313.5	67.324	0.999	Rare
34375979_EFO_0007167	0.38676999999999995	0.8785000000000001	35505.0	11.0	0.0063681250000000005	10.192173046296299	51.0	1760.0	46.201499999999996	1.026	Rare
36303018_EFO_0004574	0.1102205	0.9804999999999999	35808.5	14.5	0.009162865	29.447479166666675	54.0	2114.5	66.2975	0.979125	Rare
36280733_EFO_0004541	-0.17054	0.875	24035.0	16.5	0.00917699	14.544221851851852	54.0	1755.5	117.48	1.0415	Rare
34375979_EFO_0008406	0.041533	0.9555	25891.0	20.5	0.01926955	16.36756013888889	54.0	1376.5	46.4875	1.026	Rare
25583502_EFO_0004340	-1.6866	1.077	20579.0	22.0	0.0689179	8.383400370370369	54.0	1969.0	82.383	1.025	Rare
36809768_EFO_0004732	0.07035649999999999	0.839	23120.0	19.0	0.01056926	14.968568374074074	53.0	1289.0	42.8045	1.0453333333333332	Rare
34375979_EFO_0000274	0.3022	0.91	23074.0	12.0	0.0242721	12.647431503703706	52.0	1589.0	45.89	1.026	Rare
34375979_EFO_0006927	0.78095	0.792	30199.0	16.0	0.0202501	10.365080555555558	54.0	1665.0	74.089	1.026	Rare
26736064_EFO_0000341	0.23195	1.212	17985.0	13.0	0.005353975	13.712282592592588	32.0	501.0	19.664	0.9559	Rare
34244158_MONDO_0002367	0.46402	1.0885	35999.0	8.0	0.00228046	5.233438129629629	41.0	1696.0	69.274	1.023	Rare
34662886_EFO_0007992	0.28428	0.879	27355.0	20.5	0.00535221	16.456474426851855	51.0	1314.5	35.3735	1.044	Rare
34375979_MONDO_0005090	-0.21768	0.856	31730.5	12.0	0.012054455	11.429891574074077	51.5	1498.5	45.004	1.026	Rare
37262146_EFO_0004617	0.054195	0.848	74468.5	17.0	0.024307000000000002	10.273426694444442	51.0	1852.5	70.293	1.026	Rare
36809768_EFO_0004531	0.18902	0.899	27558.0	14.0	0.00879822	12.613359999999998	52.0	1610.0	60.388	1.026	Rare
36809768_EFO_0022272	-0.14111	1.0495	29687.0	16.5	0.00327358	8.399328496296299	44.5	1714.0	54.344	1.0225	Rare
34375979_EFO_0008418	-0.15297349999999998	1.0350000000000001	32982.0	11.5	0.00398703	7.889610740740743	38.0	1771.5	60.598	1.013	Rare
34662886_EFO_0007991	-0.06895	0.9510000000000001	45042.5	19.5	0.008010995	7.004252385185185	50.5	1671.0	70.25450000000001	0.9806666666666666	Rare
34375979_MONDO_0018076	0.55483	0.827	24805.5	14.0	0.0118492	10.810279796296298	53.0	1288.5	26.445	1.024	Rare
34662886_MONDO_0007254	1.4165	0.8925000000000001	69930.5	46.5	0.0035006200000000003	2.9440181851851857	38.5	3419.0	139.155	0.4097019230769231	Rare
34375979_EFO_0004593	-0.1277455	0.827	33162.0	20.0	0.03060465	14.503241790370364	19.0	1269.5	49.423	1.02375	Rare
34375979_EFO_0005938	0.064528	1.1065	41905.5	8.5	0.00184792	3.380318794444444	24.0	1617.0	36.709	0.9648333333333333	Rare
36809768_EFO_0022225	0.063051	1.054	26393.0	17.0	0.001613705	7.50994280185185	19.0	1546.0	58.606	1.004	Rare
34375979_MONDO_0008903	0.35954	1.186	42769.5	11.5	0.002543685	8.822599759259258	50.5	1281.5	48.032	1.0814545454545454	Rare
34375979_EFO_0006788	-0.009862999999999997	0.7555000000000001	66757.0	8.5	0.033229675	3.9770399814814814	53.0	2044.0	73.13	1.0504	Rare
34375979_MONDO_0019338	-0.019839000000000002	0.94	21942.0	17.0	0.007372719999999999	6.3800834907407395	52.0	1109.0	35.589	0.9625	Rare
34375979_EFO_0000538	-0.136425	0.746	111842.0	12.0	0.0290628	4.412902325925926	27.0	1471.0	83.3255	1.026	Rare
34662886_EFO_0004842	-0.5083	1.2335	28775.0	22.0	0.007461965	7.567115122222223	32.5	1119.0	24.185000000000002	0.8410416666666667	Rare
25187575_EFO_0000319	-0.3145	0.589	23969.0	35.0	0.0491455	13.234307407407409	54.0	1188.0	42.174	1.0253333333333334	Rare
31367044_EFO_0005001	0.19871	1.265	121521.0	9.0	0.00175739	11.593584074074071	17.0	1035.0	27.545	1.1195	Rare
36809768_EFO_0022144	0.071541	1.018	24817.0	16.0	0.00816304	9.98522053703704	50.0	1383.0	38.381	1.026	Rare
34375979_EFO_0003819	-0.11362308	0.8554999999999999	15084.0	11.0	0.0248783	7.77288240740741	38.0	1209.0	43.617000000000004	1.026	Rare
36809768_EFO_0022226	0.06611149999999999	1.044	21145.0	17.0	0.00406975	13.988648074074074	36.5	1324.0	41.536	1.024	Rare
35935937_EFO_0004842	-0.76139	0.848	30739.0	23.0	0.00892589	10.509851481481483	52.0	1658.0	46.197	0.952	Rare
37262146_EFO_0004338	-0.020154	0.637	68508.0	14.0	0.0283381	9.844268518518518	52.0	2532.0	99.704	1.026	Rare
36809768_EFO_0022287	0.02876745	1.0505	26639.0	17.0	0.003260595	11.805047026851852	48.5	1575.5	46.438	1.0253333333333332	Rare
34662886_EFO_0010967	0.524635	0.7324999999999999	155953.5	22.5	0.009607055	3.0544298138888895	29.0	4339.5	179.35000000000002	0.721	Rare
36809768_EFO_0022290	-0.057916499999999996	1.044	28871.0	16.5	0.0061761	16.042485203703706	50.5	1511.5	55.08	1.024	Rare
34375979_HP_0000545	0.5393435	1.091	51732.0	17.0	0.00320965	2.774357981481481	41.0	1815.0	45.762	1.006	Rare
24151499_EFO_0003756	-0.35111499999999995	0.48350000000000004	116551.5	9.5	0.05534265	11.708885074074074	43.0	2018.0	56.083	1.0553750000000002	Rare
34375979_EFO_0007986	0.17014	1.0375	41535.0	18.0	0.004945515	6.503313284259258	40.0	1336.5	43.896	1.02525	Rare
34375979_EFO_0004244	-0.2895465	1.053	41921.0	17.0	0.00767069	2.54903779537037	22.0	1383.0	48.035	1.026	Rare
34375979_EFO_0009189	-0.588455	1.098	50616.0	8.0	0.00248949	8.548967731481481	52.5	1312.0	40.0775	0.947	Rare
33230300_EFO_0006336	-0.12057	0.705	40199.0	14.0	0.0264025	10.359030370370366	53.0	1912.0	66.31700000000001	1.026	Rare
36809768_EFO_0022276	0.03274235	1.0394999999999999	25900.0	17.5	0.00506119	12.191103741666666	44.5	1487.0	49.966	1.0135	Rare
36809768_EFO_0022282	0.10317	0.97	24505.0	23.0	0.00768025	13.96586651851852	53.0	1357.0	48.723	1.026	Rare
34375979_MONDO_0005277	-0.68717	1.054	40270.0	11.0	0.009760695	9.95711025925926	53.0	1566.0	37.355	1.026	Rare
34375979_EFO_0004527	-0.089831	0.892	40182.0	22.0	0.01003903	13.391132037037032	54.0	1888.5	66.709	1.026	Rare
36809768_EFO_0022258	0.02876745	0.99	26243.0	17.0	0.008198750000000001	14.448838748148146	52.0	1477.0	49.966	1.0206666666666668	Rare
34375979_EFO_0000729	-0.124755	0.9555	33879.0	14.0	0.006153865	12.515325740740739	52.0	1547.0	32.1995	1.026	Rare
34226706_EFO_0004587	0.31034	1.0125	31125.5	19.5	0.007968295	11.927842833333331	52.0	1391.5	47.163	1.0208333333333335	Rare
34244158_MONDO_0002108	0.3795385	1.092	40443.0	8.0	0.001329115	4.6134826851851845	45.0	1750.5	52.0655	0.8771666666666667	Rare
34375979_EFO_0004262	0.146755	0.9395	35666.5	12.0	0.0201055	8.92754935185185	53.5	1585.5	39.807	1.026	Rare
34375979_EFO_0004615	0.12791	1.209	25407.0	34.0	0.0020648949999999998	9.700266296296297	35.0	2334.0	58.606	0.989	Rare
34226706_EFO_0004617	-0.180025	1.0485	29565.0	14.0	0.007134745	9.809769683333336	32.0	1512.5	47.9585	1.026	Rare
34226706_EFO_0004527	0.098638	0.892	32722.0	14.0	0.01231225	14.486722407407408	53.0	1359.0	45.778	1.026	Rare
34226706_EFO_0007986	0.17371	0.9875	28162.5	11.0	0.0050029900000000006	12.493828638888889	48.0	1538.5	45.992000000000004	1.026	Rare
21738570_EFO_0000384	0.52741	0.906	28677.0	24.0	0.0040866	5.816935968518518	35.0	1301.0	42.53	1.015	Rare
33230300_EFO_0005763	-0.004689499999999999	0.842	48829.5	13.0	0.01838325	12.542533777777777	53.0	2405.0	67.2945	1.026	Rare
34375979_EFO_0003762	-0.070673	0.6755	53335.0	18.0	0.0532703	13.241395	53.0	2313.0	64.485	1.026	Rare
34375979_EFO_0000266	-0.44304	0.924	35521.0	18.0	0.0104336	12.944356296296297	52.0	1532.0	60.24	0.99925	Rare
34375979_EFO_0004197	0.36696	0.863	11745.0	7.0	0.0014941450000000001	3.0821971296296287	51.0	1611.0	51.784	0.947	Rare
33257650_OBA_2045260	0.47241	1.461	8995.0	7.0	0.00144019	5.009719444444444	52.0	1062.0	23.351	0.923	Rare
31367044_EFO_0004502	-0.8365095	0.8875	24443.5	23.0	0.01360919	23.4494739	26.0	1165.0	43.495000000000005	1.026	Rare
34375979_EFO_0000464	0.19783	1.0825	30916.0	10.0	0.00330693	12.409122979629627	46.0	1119.0	32.283500000000004	1.026	Rare
30175238_EFO_0004314	0.2244245	1.0055	61522.5	5.0	0.0012561545	7.079313582407407	48.5	1996.0	49.298500000000004	1.0065	Rare
34375979_EFO_0009130	0.4861	1.22	47190.0	22.0	0.0266228	8.302044629629629	54.0	2048.0	106.98	1.026	Rare
34375979_EFO_0004631	-0.083039	1.113	24675.0	14.0	0.00137798	7.50994280185185	14.0	1612.0	49.991	1.026	Rare
36809768_EFO_0022279	0.07035649999999999	1.068	23116.0	17.0	0.00209827	10.728001503703705	48.5	1356.0	41.3135	1.0156785714285714	Rare
34375979_HP_0001537	0.235735	0.923	28114.0	9.0	0.00676878	5.255528888888887	47.0	1185.0	33.2605	0.857	Rare
34375979_EFO_0006812	-0.80003	0.608	83679.5	18.0	0.06596505	19.150796111111113	51.5	1955.0	87.918	1.0533333333333332	Rare
34375979_EFO_0003839	0.08948499999999998	0.9065000000000001	28793.0	9.5	0.0036277699999999998	1.9193076013888892	35.5	1238.0	35.480000000000004	1.0417	Rare
34226706_EFO_0004541	0.0695585	1.022	29961.5	15.0	0.0050931150000000005	8.387472314814815	51.0	1507.5	62.828500000000005	1.026	Rare
36809768_EFO_0022283	0.069172	1.013	23264.0	17.0	0.006311285	13.120146296296296	51.0	1383.0	50.465	1.0179999999999998	Rare
34375979_EFO_0000280	0.103506	0.9770000000000001	53692.5	8.5	0.0131886	8.022579333333333	47.0	1434.5	35.3635	1.026	Rare
34375979_HP_0002619	0.21752500000000002	0.882	47864.0	12.5	0.00852195	12.706136652777783	51.5	1776.5	59.4545	1.042	Rare
34375979_EFO_0004283	0.067507	0.816	41683.0	6.0	0.00198705	1.2481614944444444	21.0	1788.0	61.009	1.0800714285714286	Rare
31367044_EFO_0010116	-0.375245	0.72	100959.5	27.0	0.012658925	5.071016698888888	8.5	2220.0	62.189	1.02	Rare
34375979_EFO_0007204	0.134479	0.796	41920.5	15.5	0.006343025	6.374894287037037	44.0	1531.5	49.374	1.06575	Rare
36809768_EFO_0005680	0.1797	0.815	31358.0	16.0	0.0176376	18.694095000000004	53.0	1659.0	62.241	1.026	Rare
34375979_EFO_0004234	-0.072548	1.477	49402.0	14.0	0.00933231	6.924906666666668	54.0	1047.0	20.459	1.0	Rare
36809768_EFO_0022305	-0.33877999999999997	1.211	43016.0	15.5	0.007288635	14.968568374074074	53.0	1425.0	35.2385	1.0635	Rare
34226706_EFO_0007788	0.150484	0.8625	31934.0	17.5	0.012445890000000001	12.999768648148144	50.0	1417.5	38.0745	1.026	Rare
34375979_EFO_0004627	-0.698225	0.858	14623.5	24.5	0.01797575	8.596801487407411	27.5	1308.5	43.9885	0.999	Rare
34375979_EFO_0004530	0.063051	1.075	11081.0	20.0	0.00285978	5.779450546296294	15.0	1164.0	35.927	1.026	Rare
31367044_EFO_0009765	-0.21445	1.034	26127.0	12.0	0.00922662	38.361820925925926	54.0	1185.0	39.347	1.026	Rare
30206357_EFO_0004842	-0.34957	1.077	12763.0	25.0	0.00525575	21.409308703703704	54.0	1393.0	40.964	1.026	Rare
36809768_EFO_0022230	0.07574600000000001	0.9989999999999999	41459.5	16.0	0.00624219	9.323680084259262	30.5	1487.0	43.199	1.0	Rare
36809768_EFO_0004615	0.08039299999999999	1.0125	27672.0	13.0	0.00454195	10.681586142592591	53.0	1602.0	49.9765	1.022	Rare
34375979_EFO_0000712	0.87736	0.817	40480.0	12.0	0.0312346	15.246942037037034	54.0	1347.0	51.867	1.0336666666666667	Rare
34375979_MONDO_0024647	-0.1348525	1.021	40057.0	7.0	0.0113664	9.581811296296294	52.0	1368.0	36.198	1.026	Rare
36809768_EFO_0022302	0.0010979	1.075	24817.0	16.0	0.007509175	14.460438888888891	52.0	1428.0	42.001	1.026	Rare
36809768_EFO_0022267	0.10317	0.883	25292.0	21.0	0.00816304	20.85198814814814	53.0	1338.0	40.63	1.026	Rare
34375979_EFO_0010701	-0.089831	0.728	38443.0	22.0	0.0154872	5.869768279629628	31.0	2604.0	89.665	1.025	Rare
34375979_EFO_1000391	-0.1321475	1.029	19844.0	10.0	0.00900965	14.057597037037036	52.0	1196.0	37.6575	1.011	Rare
37262146_EFO_0006335	-0.39615	1.013	16104.5	22.5	0.00587181	13.062211203703704	51.5	1820.0	58.827	1.026	Rare
34375979_MONDO_0005301	0.07341700000000001	0.6805	41569.0	6.0	0.054694799999999995	10.155939287037036	52.5	1570.5	44.197500000000005	1.026	Rare
36809768_EFO_0022310	0.078466	0.959	22783.0	22.0	0.00823446	20.00729085185185	53.0	1325.0	40.63	1.026	Rare
36809768_EFO_0022271	0.056437	1.041	31059.0	12.0	0.0042525	8.131424999999997	42.0	1769.0	54.557	1.0035	Rare
26394601_MONDO_0004975	0.1849	0.968	34265.0	17.0	0.00299937	3.889063266666666	31.0	1806.0	53.594	1.134	Rare
34375979_EFO_1000802	-0.749565	0.725	36008.0	6.5	0.015784	27.004989537037037	52.0	1401.0	53.3435	1.0025	Rare
36809768_EFO_0022280	0.02818785	1.0394999999999999	23204.0	17.0	0.00685531	10.842619760185187	52.0	1419.0	48.426500000000004	1.026	Rare
34662886_EFO_0007778	0.524635	0.7324999999999999	155953.5	22.5	0.009607055	3.0544298138888895	29.0	4339.5	179.35000000000002	0.721	Rare
36809768_EFO_0022238	0.069172	1.038	22968.0	31.0	0.00576726	13.120146296296296	53.0	1356.0	49.467	1.026	Rare
36138231_EFO_0004309	0.18678499999999998	0.9	38640.0	18.0	0.00324616	4.798064920370371	39.0	1989.0	54.895	1.0228	Rare
29273807_EFO_0001073	0.462115	0.9155	41050.0	22.5	0.0286089	11.12820610277778	39.0	1146.0	48.024	1.1355	Rare
34375979_EFO_0004263	0.06374650000000001	1.1280000000000001	24250.5	9.5	0.01899573	10.64199131574074	47.0	1933.5	32.068	1.026	Rare
36809768_EFO_0004574	0.0090477	1.06	36029.0	16.0	0.00274629	7.50994280185185	25.0	1546.0	49.467	1.015	Rare
37262146_EFO_0004541	0.087664	0.777	41265.0	17.0	0.0115882	8.932720185185183	52.0	2057.0	80.942	1.026	Rare
36809768_EFO_0022236	0.056437	1.038	42644.0	23.0	0.00285978	11.654799814814814	50.0	1659.0	58.606	1.026	Rare
34226706_EFO_0004838	0.050926	0.987	62192.0	19.0	0.00274324	9.700266296296297	50.0	1455.0	48.416	1.026	Rare
34375979_EFO_0004261	0.47598	1.358	14224.0	12.0	0.00320965	9.427770103703704	44.0	1155.0	26.098	1.026	Rare
34375979_EFO_0000681	-0.34219	0.6499999999999999	24520.5	13.0	0.024786950000000002	23.69463474074074	54.0	1182.0	28.4065	1.1	Rare
36809768_EFO_0022289	-0.14436	1.102	25010.0	17.0	0.00207979	14.448838748148146	50.0	1428.0	44.285	1.014	Rare
35982160_EFO_0003756	0.21309	0.279	118587.0	24.0	0.196723	16.934898703703702	54.0	2352.0	88.498	1.138	Rare
34375979_EFO_0005091	0.489305	0.948	11409.0	29.5	0.00642538	7.055262314814817	43.5	2282.5	63.5095	1.0245	Rare
34375979_EFO_1000860	-1.061385	1.2189999999999999	23027.0	9.0	0.0061156	24.667493148148157	41.0	621.0	31.316499999999998	1.0004	Rare
34375979_EFO_0000217	0.20387	0.938	47600.0	12.0	0.00809327	7.48156412962963	51.0	1399.0	46.785	1.1126	Rare
36809768_EFO_0022270	0.0090477	0.909	15684.0	16.0	0.00685531	13.96586651851852	52.0	1325.0	41.071	1.026	Rare
34375979_EFO_1000941	0.20029	0.949	11882.0	9.0	0.00840386	9.048475189814814	23.0	993.0	21.438	1.026	Rare
34226706_EFO_0004696	-0.36071	1.048	19423.0	17.0	0.00548033	8.562694074074072	50.0	1239.0	35.553	1.026	Rare
33257650_EFO_0004527	-2.6925	1.85	1594.0	10.0	0.00323925	3.622445957407408	36.0	393.0	6.7147	1.026	Rare
34662886_EFO_0010067	-0.31688	0.969	14953.0	6.5	0.005329615	23.199151508333333	35.0	2133.0	78.73400000000001	1.076	Rare
36809768_EFO_0022297	-0.0087275	1.0394999999999999	31738.5	12.0	0.004372905	8.39678231574074	50.5	1856.5	50.8955	1.01275	Rare
34375979_EFO_1001494	0.070331	1.402	33148.0	8.0	0.00266947	7.208555000000002	41.0	1238.0	13.488	0.9941666666666666	Rare
34375979_EFO_0004536	-0.82734	0.852	31566.0	12.0	0.00460278	11.450193888888892	54.0	2334.0	105.48	1.010125	Rare
36809768_EFO_0022181	0.12791	1.054	29730.0	17.0	0.00243458	8.131424999999997	39.0	1658.0	53.863	1.011	Rare
31367044_EFO_0004458	0.115375	1.141	8621.5	28.0	0.007427495	55.340992025925914	26.0	826.5	22.4565	0.9786666666666668	Rare
37262146_EFO_0010701	0.0028792	0.7315	44542.5	24.0	0.01980045	13.661586759259256	54.0	1708.5	47.806	1.039825	Rare
36809768_EFO_0022189	0.25463	0.955	24661.0	15.0	0.00741442	10.985485373148146	52.0	1339.5	42.118	1.026	Rare
34375979_EFO_0001073	0.140859	0.8105	24910.0	12.0	0.02688975	14.33632974074074	53.0	1348.5	45.3785	1.0870833333333334	Rare
34375979_MONDO_0005180	-0.083039	1.105	16100.0	10.0	0.0215082	14.1670987037037	54.0	1054.0	28.35	1.026	Rare
34375979_EFO_0000407	0.59997	0.708	37129.5	14.5	0.0452114	15.614134537037033	54.0	2312.5	63.846999999999994	1.044875	Rare
31367044_EFO_0010815	0.092531	1.073	15507.0	17.0	0.00562907	8.662139631481484	52.0	1386.0	49.589	0.99925	Rare
36809768_EFO_0022259	0.056437	1.041	26885.0	17.0	0.00672313	10.186122407407408	52.0	1428.0	45.49	1.026	Rare
34375979_HP_0001082	0.21309	1.038	50034.0	11.0	0.005025534999999999	14.013420555555555	43.0	1464.0	58.812	1.026	Rare
37262146_EFO_0004314	-0.218925	0.6495	68339.0	22.0	0.038940050000000004	11.6067094537037	54.0	2292.0	100.57	1.1148461538461538	Rare
34375979_EFO_0007991	-0.06895	1.0175	61593.0	31.0	0.01158972	8.68564784814815	53.0	2515.0	71.5495	0.5372142857142858	Rare
34662886_EFO_0009188	0.13278	0.8885000000000001	34386.5	18.5	0.0116376	31.607481203703706	54.0	1919.0	77.303	1.0495555555555556	Rare
34375979_EFO_0004574	0.056437	0.843	29157.0	34.0	0.00672313	12.01094651851852	53.0	2487.0	121.34	1.0173571428571428	Rare
34226706_EFO_0004842	-0.48787	1.0915	14920.5	18.0	0.005651359999999999	5.524776468518519	37.5	1160.5	33.8865	0.9576666666666667	Rare
31367044_EFO_0009767	-1.8809	1.09	113262.0	9.0	0.00177476	3.33542791851852	22.0	2266.0	101.27	0.98	Rare
37262146_EFO_0004531	-0.12958999999999998	1.0015	46389.0	16.0	0.00268681	4.160507481481482	21.0	1703.0	60.6135	1.026	Rare
34662886_EFO_0004838	-0.06419000000000002	0.75	59992.5	15.5	0.023863750000000003	10.88636537037037	54.0	2331.0	63.521	1.066	Rare
34375979_EFO_0001065	0.060155	0.954	24062.0	10.0	0.04201075	10.402395833333333	53.0	1530.0	40.252	1.026	Rare
34375979_EFO_0004207	0.32962499999999995	0.7535000000000001	24556.0	16.0	0.0230972	0.9880280574074074	12.5	2497.5	85.181	1.009375	Rare
34662886_EFO_0007990	0.1738	0.721	39697.0	27.0	0.0248333	14.994071851851857	54.0	1648.0	72.755	1.022	Rare
34375979_MONDO_0008315	-1.0796	0.868	28627.0	14.0	0.00793926	6.547409425925928	53.0	1185.0	34.1	1.026	Rare
31992710_EFO_0004527	-1.4054	1.777	3931.0	16.0	0.00197621	2.201410181481481	8.0	1089.0	25.146	1.0128333333333333	Rare
36088354_EFO_0007805	-0.12284	0.71	65542.0	52.0	0.0173401	36.2347762962963	54.0	1428.0	49.467	1.026	Rare
36809768_EFO_0022274	0.148015	0.984	38589.0	16.0	0.006311285	11.771662314814815	48.5	1405.5	45.8915	1.0253333333333332	Rare
34662886_EFO_0007805	0.0090477	1.075	21922.0	31.0	0.00816304	12.01094651851852	38.0	1323.0	40.521	1.026	Rare
37262146_EFO_0006941	0.38961	0.674	87139.0	19.0	0.0234713	11.180724814814814	51.0	3729.0	113.09	1.026	Rare
36809768_EFO_0022252	0.071541	1.058	25010.0	20.0	0.00542819	9.98522053703704	25.0	1380.0	47.386	1.004	Rare
36809768_EFO_0022317	-0.01644665	1.0585	24040.5	16.5	0.00768025	10.204199435185188	40.0	1370.0	39.5035	1.017	Rare
36138231_EFO_0004251	-0.55164	0.848	80989.0	26.0	0.0512126	30.6951087037037	54.0	2327.0	51.754	1.122	Rare
34375979_EFO_0001422	-1.178	0.628	94759.0	15.0	0.0450433	9.52917	42.0	2057.0	50.641	1.0518333333333334	Rare
34375979_EFO_0004696	-0.15613	0.439	9946.0	10.0	0.0511912	3.668539903703704	37.0	867.0	44.404	1.134625	Rare
34375979_EFO_1000764	-0.103559	0.663	54149.0	16.0	0.0611048	23.98723103703704	53.0	1714.5	79.79599999999999	1.081	Rare
36088354_EFO_0004570	-0.45655	0.547	85623.0	27.0	0.0622359	21.25431185185185	54.0	1617.0	83.017	1.1364	Rare
36809768_EFO_0022176	0.063051	1.054	29730.0	16.0	0.00243458	8.131424999999997	46.0	1769.0	54.557	1.004	Rare
36809768_EFO_0005110	0.03604935	1.0025	24913.5	16.0	0.006311285	11.771662314814815	50.0	1223.0	37.507999999999996	1.0194999999999999	Rare
36809768_EFO_0022157	0.26609499999999997	1.0030000000000001	23543.0	17.0	0.00634818	11.304679635185185	52.0	1347.0	42.06	1.026	Rare
36809768_EFO_0022247	0.013615499999999999	0.97	29585.0	19.0	0.00902084	14.304222148148149	51.0	1434.0	45.620000000000005	1.026	Rare
34375979_EFO_1001178	0.53457	0.9855	26452.5	11.0	0.00315336	5.582478153518519	46.0	1645.5	35.4555	1.026	Rare
28089252_EFO_0004833	-0.034458	1.033	18155.0	18.0	0.00235273	19.72685496851852	49.0	1248.0	33.453	0.1575	Rare
34226706_EFO_0004532	0.21391	0.885	41524.0	11.0	0.00375753	9.225736981481482	48.0	1701.0	50.708	1.026	Rare
34375979_MONDO_0005041	0.056737	1.022	20371.0	11.0	0.00528732	8.81104437037037	43.0	1149.0	32.876	1.025	Rare
